survey,target,country,condition,arm,disambiguator,embedding_model,k_spec,k,captured_importance,oracle_acc,model_acc,random_acc,majority,value_over_random,cost_of_imperfect,error
arabbarometer,Q534_2,Mauritania,unprompted,C,nemotron,all-roberta-large-v1,k10,8,0.0667,0.5225,0.5158,0.4414,0.3867,0.0744,0.0067,
arabbarometer,Q534_2,Mauritania,country_provided,C,nemotron,all-roberta-large-v1,model,12,0.2131,0.5408,0.5792,0.4556,0.3867,0.1236,-0.0384,
arabbarometer,Q534_2,Mauritania,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.3939,0.4817,0.3867,0.4126,0.3867,-0.0259,0.095,
arabbarometer,Q534_2,Mauritania,country_provided,C,nemotron,all-roberta-large-v1,k10,10,0.2453,0.5375,0.5392,0.4383,0.3867,0.1009,-0.0017,
arabbarometer,Q534_2,Kuwait,unprompted,C,nemotron,all-roberta-large-v1,model,6,0.037,0.337,0.6788,0.3544,0.3063,0.3244,-0.3418,
arabbarometer,Q534_2,Kuwait,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.0,0.3105,0.6788,0.3165,0.3063,0.3623,-0.3683,
arabbarometer,Q534_2,Kuwait,unprompted,C,nemotron,all-roberta-large-v1,k10,6,0.037,0.337,0.6788,0.3544,0.3063,0.3244,-0.3418,
arabbarometer,Q534_2,Kuwait,country_provided,C,nemotron,all-roberta-large-v1,model,11,0.0615,0.3874,0.6614,0.3537,0.3063,0.3077,-0.274,
arabbarometer,Q534_2,Kuwait,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.0571,0.3105,0.2997,0.3165,0.3063,-0.0168,0.0108,
arabbarometer,Q534_2,Kuwait,country_provided,C,nemotron,all-roberta-large-v1,k10,10,0.0661,0.394,0.5935,0.3522,0.3063,0.2413,-0.1995,
arabbarometer,Q630,Kuwait,unprompted,C,nemotron,all-roberta-large-v1,model,11,0.2391,0.4141,0.3909,0.3702,0.3793,0.0207,0.0232,
arabbarometer,Q630,Kuwait,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.0,0.4058,0.3925,0.3636,0.3793,0.0289,0.0133,
arabbarometer,Q630,Kuwait,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.0,0.4083,0.3643,0.3666,0.3793,-0.0023,0.044,
arabbarometer,Q630,Kuwait,country_provided,C,nemotron,all-roberta-large-v1,model,11,0.3478,0.4141,0.3842,0.3702,0.3793,0.014,0.0299,
arabbarometer,Q630,Kuwait,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.1562,0.4058,0.39,0.3636,0.3793,0.0264,0.0158,
arabbarometer,Q630,Kuwait,country_provided,C,nemotron,all-roberta-large-v1,k10,9,0.119,0.4108,0.3535,0.366,0.3793,-0.0125,0.0573,
arabbarometer,Q104,Mauritania,unprompted,C,nemotron,all-roberta-large-v1,model,11,0.3394,0.8142,0.7708,0.8641,0.7775,-0.0933,0.0434,
arabbarometer,Q104,Mauritania,unprompted,C,nemotron,all-roberta-large-v1,k5,4,0.3923,0.78,0.7442,0.7922,0.7775,-0.048,0.0358,
arabbarometer,Q104,Mauritania,unprompted,C,nemotron,all-roberta-large-v1,k10,8,0.3784,0.7992,0.7642,0.8418,0.7775,-0.0776,0.035,
arabbarometer,Q104,Mauritania,country_provided,C,nemotron,all-roberta-large-v1,model,10,0.3349,0.81,0.9867,0.8657,0.7775,0.121,-0.1767,
arabbarometer,Q104,Mauritania,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.3931,0.7733,0.7383,0.8109,0.7775,-0.0726,0.035,
arabbarometer,Q104,Mauritania,country_provided,C,nemotron,all-roberta-large-v1,k10,9,0.3452,0.7975,0.9867,0.8415,0.7775,0.1452,-0.1892,
asianbarometer,SE2,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,model,6,0.0267,0.8617,0.5682,0.5968,0.5,-0.0286,0.2935,
asianbarometer,SE2,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.0258,0.8604,0.5487,0.6028,0.5,-0.0541,0.3117,
asianbarometer,SE2,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k10,6,0.0267,0.8617,0.5682,0.5968,0.5,-0.0286,0.2935,
asianbarometer,SE2,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,model,6,0.139,0.8617,0.7013,0.5968,0.5,0.1045,0.1604,
asianbarometer,SE2,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.0198,0.8604,0.5545,0.6028,0.5,-0.0483,0.3059,
asianbarometer,SE2,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k10,6,0.139,0.8617,0.7013,0.5968,0.5,0.1045,0.1604,
asianbarometer,SE13a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,model,11,0.6978,0.5448,0.5532,0.261,0.2805,0.2922,-0.0084,
asianbarometer,SE13a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.0045,0.561,0.2558,0.2645,0.2805,-0.0087,0.3052,
