survey,target,country,condition,arm,disambiguator,embedding_model,k_spec,k,captured_importance,oracle_acc,model_acc,random_acc,majority,value_over_random,cost_of_imperfect,error
asianbarometer,SE2,Mongolia,unprompted,C,nemotron,all-roberta-large-v1,k10,7,0.2165,0.6885,0.5813,0.6068,0.6207,-0.0255,0.1072,
asianbarometer,SE2,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,model,3,0.0891,0.6751,0.601,0.6175,0.6207,-0.0165,0.0741,
asianbarometer,SE2,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k5,3,0.0891,0.6751,0.601,0.6175,0.6207,-0.0165,0.0741,
asianbarometer,SE2,Mongolia,country_provided,C,nemotron,all-roberta-large-v1,k10,3,0.0891,0.6751,0.601,0.6175,0.6207,-0.0165,0.0741,
asianbarometer,SE2,Australia,unprompted,C,nemotron,all-roberta-large-v1,model,5,0.3641,0.6048,0.5226,0.5262,0.5045,-0.0036,0.0822,
asianbarometer,SE2,Australia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.3641,0.6048,0.5226,0.5262,0.5045,-0.0036,0.0822,
asianbarometer,SE2,Australia,unprompted,C,nemotron,all-roberta-large-v1,k10,5,0.3641,0.6048,0.5226,0.5262,0.5045,-0.0036,0.0822,
asianbarometer,SE14a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,model,6,0.0817,0.4235,0.3305,0.3584,0.3735,-0.0279,0.093,
asianbarometer,SE14a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.0878,0.4066,0.3247,0.3609,0.3735,-0.0362,0.0819,
asianbarometer,SE14a,Indonesia,unprompted,C,nemotron,all-roberta-large-v1,k10,6,0.0817,0.4235,0.3305,0.3584,0.3735,-0.0279,0.093,
asianbarometer,SE14a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,model,10,0.489,0.4223,0.406,0.3534,0.3735,0.0526,0.0163,
asianbarometer,SE14a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.2069,0.4066,0.339,0.3609,0.3735,-0.0219,0.0676,
asianbarometer,SE14a,Indonesia,country_provided,C,nemotron,all-roberta-large-v1,k10,10,0.489,0.4223,0.406,0.3534,0.3735,0.0526,0.0163,
ess_wave_11,stfgov,Italy,unprompted,C,nemotron,all-roberta-large-v1,model,14,0.0407,0.3449,0.1895,0.1585,0.1634,0.031,0.1554,
ess_wave_11,stfgov,Italy,unprompted,C,nemotron,all-roberta-large-v1,k5,5,0.024,0.3647,0.1661,0.1584,0.1634,0.0077,0.1986,
ess_wave_11,stfgov,Italy,unprompted,C,nemotron,all-roberta-large-v1,k10,10,0.0315,0.3487,0.1693,0.1583,0.1634,0.011,0.1794,
ess_wave_11,stfgov,Italy,country_provided,C,nemotron,all-roberta-large-v1,model,13,0.4149,0.3421,0.3211,0.1587,0.1634,0.1624,0.021,
ess_wave_11,stfgov,Italy,country_provided,C,nemotron,all-roberta-large-v1,k5,5,0.0882,0.3647,0.2045,0.1584,0.1634,0.0461,0.1602,
ess_wave_11,stfgov,Italy,country_provided,C,nemotron,all-roberta-large-v1,k10,10,0.4291,0.3487,0.3152,0.1583,0.1634,0.1569,0.0335,
